Part 135 Certificate Holder Name,Certificate Designator,CFR,FAA Certificate Holding District Office,Registration Number,Serial Number,Aircraft Make/Model/Series,Manufacturer
AirNet II LLC,2NEA,135,GL07 - Columbus (CMH),N217CK,217,LR-35-A,Bombardier (Learjet)
AirNet II LLC,2NEA,135,GL07 - Columbus (CMH),N264CK,264,LR-35-A,Bombardier (Learjet)
AirNet II LLC,2NEA,135,GL07 - Columbus (CMH),N355CK,062,LR-35-35,Bombardier (Learjet)
AirNet II LLC,2NEA,135,GL07 - Columbus (CMH),N163CK,163,LR-35-A,Bombardier (Learjet)
"Airpac Airlines, Inc.",APCA,135,NM01 - Seattle (SEA),N569WA,208B0569,CE-208-B,Cessna
"Airpac Airlines, Inc.",APCA,135,NM01 - Seattle (SEA),N610LA,208B1060,CE-208-B,Cessna
"Airpac Airlines, Inc.",APCA,135,NM01 - Seattle (SEA),N661WA,208B0661,CE-208-B,Cessna
"Airpac Airlines, Inc.",APCA,135,NM01 - Seattle (SEA),N863MA,208B1049,CE-208-B,Cessna
"Airpac Airlines, Inc.",APCA,135,NM01 - Seattle (SEA),N900JA,208B0935,CE-208-B,Cessna
"AirQuest Aviation, LP",Q3EA,135,EA03 - Allegheny (AGC),N710ML,560-0254,CE-560-560,Cessna
AIRRESOURCE CHARTER LLC,3A1A,135,SW11 - Little Rock (LIT),N643PE,18281343,CE-182-T,Cessna
"AirStar, Inc.",IXGA,135,SO11 - Atlanta (ATL),N915SF,525-0301,CE-525-525,Cessna
"AirStar, Inc.",IXGA,135,SO11 - Atlanta (ATL),N642WW,525A-0418,CE-525A-525A,Cessna
"AirStar, Inc.",IXGA,135,SO11 - Atlanta (ATL),N788JS,525A-0216,CE-525A-525A,Cessna
"Airventures Alaska, Inc.",K92A,135,AL03 - Anchorage  (ANC),N185WP,18503936,CE-185-A185F,Cessna
AIRWAY AIR CHARTER INC,YHAA,135,SO19 - Miami (MIA FSDO),N2615Q,402C-0321,CE-402-C,Cessna
AIRWAY AIR CHARTER INC,YHAA,135,SO19 - Miami (MIA FSDO),N800KW,402B-1063,CE-402-B,Cessna
AIRWAY AIR CHARTER INC,YHAA,135,SO19 - Miami (MIA FSDO),N426LJ,402C0434,CE-402-C,Cessna
"Aitheras Aviation Group, LLC",K45A,135,GL25 - Cleveland (CLE),N680AG,680-0166,CE-680,Cessna
"Aitheras Aviation Group, LLC",K45A,135,GL25 - Cleveland (CLE),N164RA,560-0766,CE-560-ENCORE+,Cessna
"Aitheras Aviation Group, LLC",K45A,135,GL25 - Cleveland (CLE),N985AG,560-5170,CE-560-560XL,Cessna
"Aitheras Aviation Group, LLC",K45A,135,GL25 - Cleveland (CLE),N981AG,560-0466,CE-560-560,Cessna
"Aitheras Aviation Group, LLC",K45A,135,GL25 - Cleveland (CLE),N691ES,560-0402,CE-560-560,Cessna
"Aitheras Aviation Group, LLC",K45A,135,GL25 - Cleveland (CLE),N690ES,560-0336,CE-560-560,Cessna
"Aitheras Aviation Group, LLC",K45A,135,GL25 - Cleveland (CLE),N210CM,560-0369,CE-560-560,Cessna
"Aitheras Aviation Group, LLC",K45A,135,GL25 - Cleveland (CLE),N453S,550-0445,CE-550-550,Cessna
"Aitheras Aviation Group, LLC",K45A,135,GL25 - Cleveland (CLE),N600TB,550-0154,CE-550-550,Cessna
"Aitheras Aviation Group, LLC",K45A,135,GL25 - Cleveland (CLE),N103BZ,560-0617,CE-560-560,Cessna
"ALANTE AIR CHARTER, LLC",71AA,135,GL27 - Rapid City (RAP),N481AM,525C-0029,CE-525-525C,Cessna
"ALANTE AIR CHARTER, LLC",71AA,135,GL27 - Rapid City (RAP),N780DC,525-0910,CE-525-525,Cessna
"ALANTE AIR CHARTER, LLC",71AA,135,GL27 - Rapid City (RAP),N108E,525B-0476,CE-525-525B,Cessna
"ALANTE AIR CHARTER, LLC",71AA,135,GL27 - Rapid City (RAP),N418CS,525B-0108,CE-525-525B,Cessna
"ALANTE AIR CHARTER, LLC",71AA,135,GL27 - Rapid City (RAP),N23JN,525C-0135,CE-525-525C,Cessna
ALASKA AIR INC,JSFA,135,AL03 - Anchorage  (ANC),N9188M,U20601588,CE-206-U206E,Cessna
ALASKA FLYING ADVENTURES LLC,4FEA,135,AL03 - Anchorage  (ANC),N6307B,18503742,CE-185-A185F,Cessna
ALASKA SKYWAYS INC,META,135,AL03 - Anchorage  (ANC),N1733R,U20602068,CE-206-U206F,Cessna
ALASKA SKYWAYS INC,META,135,AL03 - Anchorage  (ANC),N1748R,U20605438,CE-206-U206G,Cessna
ALASKA SKYWAYS INC,META,135,AL03 - Anchorage  (ANC),N1797R,U20606331,CE-206-U206G,Cessna
"Alaska West Air, Inc",LCWC,135,AL05 - Juneau (JNU),N26CF,20700306,CE-207-T207,Cessna
"Alaska Wilderness Outfitting Company, LLC",WU5C,135,AL05 - Juneau (JNU),N206F,U20603015,CE-206-U206F,Cessna
"Alaska Wilderness Outfitting Company, LLC",WU5C,135,AL05 - Juneau (JNU),N206GA,U20605288,CE-206-U206G,Cessna
ALBERTS AIR ALASKA LLC,392C,135,AL03 - Anchorage  (ANC),N7560K,18052676,CE-180-J,Cessna
"All-Star Executive Aviation, Inc.",9J7A,135,WP23 - Los Angeles (LAX),N340MJ,340A1521,CE-340-A,Cessna
"Alpine Aviation, Inc.",XGKA,135,WP25 - Sacramento (SAC),N152P,18255080,CE-182-G,Cessna
Al's Air Service,MROA,135,GL09 - Grand Rapids (GRR),N42801,1829195,CE-182-L,Cessna
Al's Air Service,MROA,135,GL09 - Grand Rapids (GRR),N3343F,18257343,CE-182-J,Cessna
Al's Air Service,MROA,135,GL09 - Grand Rapids (GRR),N759JM,18266031,CE-182-Q,Cessna
"Altius Aviation, LLC",Y9NA,135,EA23 - Rochester (ROC),N90CE,60-392,LR-60-60XR,Bombardier (Learjet)
"Altius Aviation, LLC",Y9NA,135,EA23 - Rochester (ROC),N618L,60-267,LR-60-60,Bombardier (Learjet)
"Altius Aviation, LLC",Y9NA,135,EA23 - Rochester (ROC),N543EZ,60-225,LR-60-60,Bombardier (Learjet)
"Altius Aviation, LLC",Y9NA,135,EA23 - Rochester (ROC),N166HL,680-035,CE-680,Cessna
"Altius Aviation, LLC",Y9NA,135,EA23 - Rochester (ROC),N743TT,45-218,LR-45-45,Bombardier (Learjet)
"Altius Aviation, LLC",Y9NA,135,EA23 - Rochester (ROC),N745TT,45-099,LR-45-45,Bombardier (Learjet)
American Air Charter Inc.,UUKA,135,CE03 - St. Louis (STL),N2Q,680-0051,CE-680-680,Cessna
American Air Charter Inc.,UUKA,135,CE03 - St. Louis (STL),N363AP,680-0095,CE-680-680,Cessna
"American Aviation, Inc.",8USA,135,WP19 - Nevada (NEV),N9527M,20700701,CE-207-T207A,Cessna
"American Aviation, Inc.",8USA,135,WP19 - Nevada (NEV),N73612,20700608,CE-207-T207A,Cessna
"American Aviation, Inc.",8USA,135,WP19 - Nevada (NEV),N6460H,20700530,CE-207-T207A,Cessna
"American Aviation, Inc.",8USA,135,WP19 - Nevada (NEV),N6285H,20700466,CE-207-T207A,Cessna
"American Jet Charter, Inc.",TLSA,135,SW15 - Oklahoma City (OKC),N13092,560-0707,CE-560-560,Cessna
"American Jet Charter, Inc.",TLSA,135,SW15 - Oklahoma City (OKC),N253SC,252,LR-45-45,Bombardier (Learjet)
American Jet International Corporation,A8JA,135,SW09 - Houston (HOU),N74HT,60-324,LR-60-60XR,Bombardier (Learjet)
American Jet International Corporation,A8JA,135,SW09 - Houston (HOU),N699TL,60-332,LR-60-60XR,Bombardier (Learjet)
American Jet International Corporation,A8JA,135,SW09 - Houston (HOU),N360SN,60-360,LR-60-60XR,Bombardier (Learjet)
American Jet International Corporation,A8JA,135,SW09 - Houston (HOU),N325ER,60-325,LR-60-60XR,Bombardier (Learjet)
American Jet International Corporation,A8JA,135,SW09 - Houston (HOU),N469MR,560-5125,CE-560-560XL,Cessna
American Jet International Corporation,A8JA,135,SW09 - Houston (HOU),N126LW,560-5210,CE-560-560XL,Cessna
American Jet International Corporation,A8JA,135,SW09 - Houston (HOU),N750JM,S550-0045,CE-500-S550,Cessna
American Jet International Corporation,A8JA,135,SW09 - Houston (HOU),N740JM,S550-0027,CE-500-S550,Cessna
American Jet International Corporation,A8JA,135,SW09 - Houston (HOU),N401HT,S550-0115,CE-500-S550,Cessna
Ameritex Airways Inc.,X9YA,135,SW09 - Houston (HOU),N981AM,525B-0156,CE-525-525B,Cessna
Ameritex Airways Inc.,X9YA,135,SW09 - Houston (HOU),N918AM,525-0508,CE-525-525,Cessna
"Andrew Airways, Inc",D4NA,135,AL05 - Juneau (JNU),N9486G,U20601686,CE-206-U206E,Cessna
Angel Aviation Inc.,9FKA,135,AL03 - Anchorage  (ANC),N9002H,17265892,CE-172-M,Cessna
"Anthem Commercial Air Services, Inc",1A5A,135,SO15 - Orlando (ORL FSDO),N8437G,3370783,CE-337-C,Cessna
"Anthem Commercial Air Services, Inc",1A5A,135,SO15 - Orlando (ORL FSDO),N60Y,13501735,CE-337-T337G,Cessna
"A-OK Jets, Inc.",FAUA,135,SO19 - Miami (MIA FSDO),N595PD,258626,HAWKER-800XP-800XP,Hawker
"A-OK Jets, Inc.",FAUA,135,SO19 - Miami (MIA FSDO),N622JT,HA0089,HAWKER-900XP,Hawker
"A-OK Jets, Inc.",FAUA,135,SO19 - Miami (MIA FSDO),N104RJ,422,LR-60-60XR,Bombardier (Learjet)
"A-OK Jets, Inc.",FAUA,135,SO19 - Miami (MIA FSDO),N18UD,294,DASSAULT-FALCON-900EX EASY,Dassault
"A-OK Jets, Inc.",FAUA,135,SO19 - Miami (MIA FSDO),N777MV,5532,CL600 2B16-604,Bombardier
"A-OK Jets, Inc.",FAUA,135,SO19 - Miami (MIA FSDO),N700JP,5355,CL600 2B16-604,Bombardier
"A-OK Jets, Inc.",FAUA,135,SO19 - Miami (MIA FSDO),N225RV,525B0643,CE-525B,Cessna
"A-OK Jets, Inc.",FAUA,135,SO19 - Miami (MIA FSDO),N764DB,9139,BD-700-1A10,Bombardier
"A-OK Jets, Inc.",FAUA,135,SO19 - Miami (MIA FSDO),N716WW,20179,BD-100-1A10,Bombardier
"Arctic Air, Inc",K58C,135,AL03 - Anchorage  (ANC),N180GL,18051203,CE-180-F,Cessna
"Arctic Alaska Helicopters, Inc.",P1JC,135,AL05 - Juneau (JNU),N942SA,TU2060553,CE-206-TU206A,Cessna
ARCTIC BACKCOUNTRY FLYING SERVICE LLC,4AKC,135,AL01 - Fairbanks (FAI),N8763Q,U20603516,CE-206-U206F,Cessna
Arrow West Aviation,OW6A,135,NM07 - Salt Lake City (SLC),N733TE,17268529,CE-172-N,Cessna
ASCENT AIR CHARTER INC,4R7A,135,NM07 - Salt Lake City (SLC),N172CB,R1722290,CE-172-R172K,Cessna
"Asher Air, LLC.",3KSC,135,AL03 - Anchorage  (ANC),N94260,18503296,CE-185-A185F,Cessna
"ATD Flight Systems, LLC",Z1YA,135,CE05 - Kansas City (MCI),N789KG,560-5538,CE-560-560XLS,Cessna
"ATD Flight Systems, LLC",Z1YA,135,CE05 - Kansas City (MCI),N715MN,560-6048,CE-560-560XLS+,Cessna
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N491CP,60-122,LR-60-60,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N461MC,60-284,LR-60-60,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N448GL,60-206,LR-60-60,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N420KV,60-197,LR-60-60,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N415SG,60-283,LR-60-60,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N404CD,60-277,LR-60-60,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N317MP,60-151,LR-60-60,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N276BG,60-276,LR-60-60,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N220MD,60-251,LR-60-60,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N50GJ,60-204,LR-60-60,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N600AJ,60-199,LR-60-60,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N600SJ,60-180,LR-60-60,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N601CN,60-087,LR-60-60,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N662AR,60-221,LR-60-60,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N696RB,60-075,LR-60-60,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N812RP,69-190,LR-60-60,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N924PS,60-050,LR-60-60,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N975LV,60-128,LR-60-60,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N882SC,35-590,LR-35-A,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N277AL,55-104,LR-55-55,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N54NW,55-054,LR-55-55,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N824MG,55-106,LR-55-55,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N189SB,60-210,LR-60-60,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N198HB,60-198,LR-60-60,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N208BH,60-208,LR-60-60,Bombardier (Learjet)
ATI Jet Inc.,G41A,135,SW01 - Albuquerque (ABQ),N212JA,60-010,LR-60-60,Bombardier (Learjet)
"ATKIN, WILLARD KENT & NIKI",WNHA,135,WP25 - Sacramento (SAC),N424TJ,HA-170,HAWKER-900XP,Hawker
"ATKINS, RAY",EOGA,135,AL01 - Fairbanks (FAI),N2655D,20807,CE-170-B,Cessna
"Atlantic Airlines, Inc.",RIGA,135,SO15 - Orlando (ORL FSDO),N894,172-57119,CE-172-I,Cessna
"Aurora Aviation, Inc.",GLRA,135,SO19 - Miami (MIA FSDO),N722BD,271,LR-60-60,Bombardier (Learjet)
"Aurora Aviation, Inc.",GLRA,135,SO19 - Miami (MIA FSDO),N732RJ,60-407,LR-60-60XR,Bombardier (Learjet)
"Aurora Aviation, Inc.",GLRA,135,SO19 - Miami (MIA FSDO),N980DM,238,DASSAULT-FALCON-50,Dassault
"Aurora Aviation, Inc.",GLRA,135,SO19 - Miami (MIA FSDO),N160GG,113,LR-60-60,Bombardier (Learjet)
AUTREY AIR CHARTER LLC,4C9A,135,SO15 - Orlando (ORL FSDO),N65358,18281424,CE-182-T,Cessna
Avalair Aircraft Management LLC,9LVA,135,SW09 - Houston (HOU),N929MM,525-692,CE-525-525,Cessna
Avalair Aircraft Management LLC,9LVA,135,SW09 - Houston (HOU),N680AV,680-0049,CE-680-680,Cessna
Avalair Aircraft Management LLC,9LVA,135,SW09 - Houston (HOU),N689WT,680-0221,CE-680-680,Cessna
AVALANCHE ENTERPRISES LLC,1VLA,135,AL03 - Anchorage  (ANC),N1998V,U20602035,CE-206-U206F,Cessna
AVALON AIR LLC,AVEA,135,SW19 - North Texas FSDO (NTX),N11288,650-0184,CE-650-650,Cessna
"Avcenter, Inc.",GAYA,135,NM07 - Salt Lake City (SLC),N499AV,560-5602,CE-560-560XL,Cessna
"Avcenter, Inc.",GAYA,135,NM07 - Salt Lake City (SLC),N208AV,560-0358,CE-560-560,Cessna
"Avcenter, Inc.",GAYA,135,NM07 - Salt Lake City (SLC),N520DF,525-0154,CE-525-525,Cessna
"AVCON JET NORTH AMERICA, LLC",2MKA,135,SO09 - Alabama & NW Florida (BHM),N111G,18502507,CE-185-A185F,Cessna
"Aviation Advisor, Inc.",ZDVA,135,GL13 - Milwaukee (MKE),N630TF,525A-0022,CE-525-525A,Cessna
"Aviation Advisor, Inc.",ZDVA,135,GL13 - Milwaukee (MKE),N181CH,525C-0015,CE-525-525C,Cessna
"Aviation Advisor, Inc.",ZDVA,135,GL13 - Milwaukee (MKE),N533CM,525B-0182,CE-525-525B,Cessna
"Aviation Advisor, Inc.",ZDVA,135,GL13 - Milwaukee (MKE),N1MW,525B-0351,CE-525-525B,Cessna
"Aviation Advisor, Inc.",ZDVA,135,GL13 - Milwaukee (MKE),N743JG,525A-0056,CE-525-525A,Cessna
"Aviation Advisor, Inc.",ZDVA,135,GL13 - Milwaukee (MKE),N545JF,525C-0027,CE-525-525C,Cessna
"Aviation Advisor, Inc.",ZDVA,135,GL13 - Milwaukee (MKE),N98HT,560-6099,CE-560-560XLS+,Cessna
"Aviation Advisor, Inc.",ZDVA,135,GL13 - Milwaukee (MKE),N83SD,680-0106,CE-680,Cessna
"Aviation Advisor, Inc.",ZDVA,135,GL13 - Milwaukee (MKE),N427MJ,717,DASSAULT-FALCON-2000EX EASY,Dassault
"Aviation Advisor, Inc.",ZDVA,135,GL13 - Milwaukee (MKE),N960AS,408,LR-45-45,Bombardier (Learjet)
"Aviation Advisor, Inc.",ZDVA,135,GL13 - Milwaukee (MKE),N247FS,20068,BD-100-1A10,Bombardier
"Aviation Advisor, Inc.",ZDVA,135,GL13 - Milwaukee (MKE),N76YT,0687,CE-525-525,Cessna
Aviation Charter Inc,ABOA,135,GL15 - Minneapolis (MSP),N700LW,650-0125,CE-650-CITATION III,Cessna
"AVIATION CHARTERS, INC.",V7PA,135,EA17 - Philadelphia (PHL),N319RW,560-5279,CE-560-560XL,Cessna
"AVIATION CHARTERS, INC.",V7PA,135,EA17 - Philadelphia (PHL),N321AP,264,DASSAULT-FALCON-2000EX EASY,Dassault
"AVIATION CHARTERS, INC.",V7PA,135,EA17 - Philadelphia (PHL),N771HM,279,DASSAULT-FALCON-2000EX EASY,Dassault
"AVIATION CHARTERS, INC.",V7PA,135,EA17 - Philadelphia (PHL),N711TQ,276,DASSAULT-FALCON-900EX EASY,Dassault
"AVIATION CHARTERS, INC.",V7PA,135,EA17 - Philadelphia (PHL),N551AD,010,DASSAULT-FALCON-900EX,Dassault
AVIATION CONSULTANTS INC.,W9BA,135,WP15 - San Jose (SJC),N724JJ,9357,BD-700-1A10,Bombardier
AVIATION CONSULTANTS INC.,W9BA,135,WP15 - San Jose (SJC),N624BR,9236,BD-700-1A10,Bombardier
AVIATION CONSULTANTS INC.,W9BA,135,WP15 - San Jose (SJC),N606TD,60021,BD-700-1A10,Bombardier
AVIATION CONSULTANTS INC.,W9BA,135,WP15 - San Jose (SJC),N319GG,9070,BD-700-1A10,Bombardier
AVIATION CONSULTANTS INC.,W9BA,135,WP15 - San Jose (SJC),N265HT,9197,BD-700-1A10,Bombardier
AVIATION CONSULTANTS INC.,W9BA,135,WP15 - San Jose (SJC),N118MJ,9253,BD-700-1A10,Bombardier
AVIATION CONSULTANTS INC.,W9BA,135,WP15 - San Jose (SJC),N726BF,9268,BD-700-1A10,Bombardier
AVIATION CONSULTANTS INC.,W9BA,135,WP15 - San Jose (SJC),N100RP,9450,BD-700-1A10,Bombardier
AVIATION CONSULTANTS INC.,W9BA,135,WP15 - San Jose (SJC),N831PB,5895,CL-600-2B16,Bombardier
AVIATION CONSULTANTS INC.,W9BA,135,WP15 - San Jose (SJC),N134FM,560-5604,CE-560-560XLS,Cessna
AVIATION CONSULTANTS INC.,W9BA,135,WP15 - San Jose (SJC),N876UC,560-5652,CE-560-560XLS,Cessna
AVIATION CONSULTANTS INC.,W9BA,135,WP15 - San Jose (SJC),N438E,5646,CL-600-2B16,Bombardier
"Aviation Expeditions, LLC",XYXC,135,AL01 - Fairbanks (FAI),N93814,18503250,CE-185-A185F,Cessna
AVIATION FIRST LLC,8VSA,135,SW01 - Albuquerque (ABQ),N64SV,560-0764,CE-560-560,Cessna
AVIATION HOLDINGS LLC,3A7A,135,NM09 - Portland (PDX),N34SR,18255005,CE-182-F,Cessna
AVIATION SPECIALISTS INC,6VIA,135,SW03 - Baton Rouge (BTR),N4423R,R18200597,CE-182-R182,Cessna
"Aviation Specialties Unlimited, Inc.",UABA,135,NM11 - Boise (BOI ),N16HT,2060134,CE-206-206,Cessna
"Avion Jet Charter, LLC",E85A,135,WP01 - Van Nuys (VNY),N511DD,5187,CL600 2B16-6013R,Bombardier
AXIOM AVIATION GROUP LLC,6XMA,135,CE05 - Kansas City (MCI),197EC,197,LR-45-45,Bombardier (Learjet)
AXIOM AVIATION GROUP LLC,6XMA,135,CE05 - Kansas City (MCI),887SB,525-0887,CE-525-525,Cessna
AZTEC WORLDWIDE AIRLINES INC,1AZA,135,SO19 - Miami (MIA FSDO),N867HP,208B0252,CE-208-B,Cessna
B & F AVIATION INC,2BZA,135,GL11 - Indianapolis (IND),N98DM,C310R819,CE-310-R,Cessna
B & F AVIATION INC,2BZA,135,GL11 - Indianapolis (IND),N921KA,340A1803,CE-340-A,Cessna
B & F AVIATION INC,2BZA,135,GL11 - Indianapolis (IND),N103RC,404-0108,CE-404-404,Cessna
B & F AVIATION INC,2BZA,135,GL11 - Indianapolis (IND),N80BS,404-0048,CE-404-404,Cessna
B & F AVIATION INC,2BZA,135,GL11 - Indianapolis (IND),N2738B,310R1828,CE-310-R,Cessna
B & F AVIATION INC,2BZA,135,GL11 - Indianapolis (IND),N4258C,310R1386,CE-310-R,Cessna
B & F AVIATION INC,2BZA,135,GL11 - Indianapolis (IND),N3284M,310R1892,CE-310-R,Cessna
B 2 W CORPORATION,ZWBA,135,GL15 - Minneapolis (MSP),N9407H,17266147,CE-172-M,Cessna
B 2 W CORPORATION,ZWBA,135,GL15 - Minneapolis (MSP),N472KP,172RG0922,CE-172-RG,Cessna
B 2 W CORPORATION,ZWBA,135,GL15 - Minneapolis (MSP),N738BX,17269859,CE-172-N,Cessna
BACKCOUNTRY AVIATION INC,3BCA,135,NM09 - Portland (PDX),N303WA,T30300265,CE-303-T303,Cessna
BACKCOUNTRY AVIATION INC,3BCA,135,NM09 - Portland (PDX),N818AN,402C0501,CE-402-C,Cessna
BAKER AIR LLC,E2KC,135,AL03 - Anchorage  (ANC),5293X,U206-5612,CE-206-U206G,Cessna
BAKER AIR LLC,E2KC,135,AL03 - Anchorage  (ANC),N8123G,U20603770,CE-206-U206G,Cessna
BAKER AVIATION LLC,7BAA,135,SW19 - North Texas FSDO (NTX),N700LH,750-0148,CE-750-750,Cessna
BAKER AVIATION LLC,7BAA,135,SW19 - North Texas FSDO (NTX),N733FL,750-0027,CE-750-750,Cessna
BAKER AVIATION LLC,7BAA,135,SW19 - North Texas FSDO (NTX),N818CF,750-0009,CE-750-750,Cessna
BAKER AVIATION LLC,7BAA,135,SW19 - North Texas FSDO (NTX),N51GB,750-0142,CE-750-750,Cessna
BAKER AVIATION LLC,7BAA,135,SW19 - North Texas FSDO (NTX),N301HR,750-0062,CE-750-750,Cessna
BAKER AVIATION LLC,7BAA,135,SW19 - North Texas FSDO (NTX),N860TX,750-0086,CE-750-750,Cessna
BAKER AVIATION LLC,7BAA,135,SW19 - North Texas FSDO (NTX),N201HR,750-0024,CE-750-750,Cessna
BAKER AVIATION LLC,7BAA,135,SW19 - North Texas FSDO (NTX),N125TH,750-0177,CE-750-750,Cessna
BAKER AVIATION LLC,7BAA,135,SW19 - North Texas FSDO (NTX),N102VR,750-0102,CE-750-750,Cessna
BAKER AVIATION LLC,7BAA,135,SW19 - North Texas FSDO (NTX),N910E,750-0121,CE-750-750,Cessna
BAKER AVIATION LLC,7BAA,135,SW19 - North Texas FSDO (NTX),N939TX,750-0193,CE-750-750,Cessna
BAKER AVIATION LLC,7BAA,135,SW19 - North Texas FSDO (NTX),N954JS,750-0145,CE-750-750,Cessna
BAKER AVIATION LLC,7BAA,135,SW19 - North Texas FSDO (NTX),N955GH,750-0106,CE-750-750,Cessna
BAKER AVIATION LLC,7BAA,135,SW19 - North Texas FSDO (NTX),N971JS,750-0147,CE-750-750,Cessna
BAKER AVIATION LLC,7BAA,135,SW19 - North Texas FSDO (NTX),N992MG,750-0073,CE-750-750,Cessna
BAKER AVIATION LLC,7BAA,135,SW19 - North Texas FSDO (NTX),N416F,20262,BD-100-1A10,Bombardier
BAKER AVIATION LLC,7BAA,135,SW19 - North Texas FSDO (NTX),N883TR,20300,BD-100-1A10,Bombardier
"BAL, INC.",W3LC,135,AL03 - Anchorage  (ANC),N4948Q,18503583,CE-185-A185F,Cessna
"BAL, INC.",W3LC,135,AL03 - Anchorage  (ANC),N1046V,U20602418,CE-206-TU206F,Cessna
Bankair Inc.,BKAA,135,SO13 - West Columbia (CAE),N770JP,210,LR-35-A,Bombardier (Learjet)
Bankair Inc.,BKAA,135,SO13 - West Columbia (CAE),N595BA,230,LR-35-A,Bombardier (Learjet)
Bankair Inc.,BKAA,135,SO13 - West Columbia (CAE),N244RG,154,LR-35-A,Bombardier (Learjet)
Bankair Inc.,BKAA,135,SO13 - West Columbia (CAE),N129TK,253,LR-35-A,Bombardier (Learjet)
Bankair Inc.,BKAA,135,SO13 - West Columbia (CAE),N76CD,093,LR-31-A,Bombardier (Learjet)
"Baranautica Air Service, LLC",845A,135,AL05 - Juneau (JNU),N1961D,1850286,CE-185-A,Cessna
"Baron Aviation Services, Inc.",DEMA,135,CE03 - St. Louis (STL),N912FE,208B0012,CE-208-B,Cessna
"Baron Aviation Services, Inc.",DEMA,135,CE03 - St. Louis (STL),N922FE,208B0022,CE-208-B,Cessna
"Baron Aviation Services, Inc.",DEMA,135,CE03 - St. Louis (STL),N928FE,208B0028,CE-208-B,Cessna
"Baron Aviation Services, Inc.",DEMA,135,CE03 - St. Louis (STL),N929FE,208B0029,CE-208-B,Cessna
"Baron Aviation Services, Inc.",DEMA,135,CE03 - St. Louis (STL),N934FE,208B0034,CE-208-B,Cessna
"Baron Aviation Services, Inc.",DEMA,135,CE03 - St. Louis (STL),N939FE,208B0180,CE-208-B,Cessna
"Baron Aviation Services, Inc.",DEMA,135,CE03 - St. Louis (STL),N943FE,208B0043,CE-208-B,Cessna
"Baron Aviation Services, Inc.",DEMA,135,CE03 - St. Louis (STL),N958FE,208B0071,CE-208-B,Cessna
"Baron Aviation Services, Inc.",DEMA,135,CE03 - St. Louis (STL),N961FE,208B0077,CE-208-B,Cessna
"Baron Aviation Services, Inc.",DEMA,135,CE03 - St. Louis (STL),N970FE,208B0093,CE-208-B,Cessna
"Baron Aviation Services, Inc.",DEMA,135,CE03 - St. Louis (STL),N994FE,208B0132,CE-208-B,Cessna
"Baron Aviation Services, Inc.",DEMA,135,CE03 - St. Louis (STL),N702FX,208B0422,CE-208-B,Cessna
"Baron Aviation Services, Inc.",DEMA,135,CE03 - St. Louis (STL),N718FX,208B0448,CE-208-B,Cessna
"Baron Aviation Services, Inc.",DEMA,135,CE03 - St. Louis (STL),N719FX,208B0450,CE-208-B,Cessna
"Baron Aviation Services, Inc.",DEMA,135,CE03 - St. Louis (STL),N720FX,208B0452,CE-208-B,Cessna
"Baron Aviation Services, Inc.",DEMA,135,CE03 - St. Louis (STL),N723FX,208B0456,CE-208-B,Cessna
